UniProt	DeePhase
Q9NUR3	0.456
Q96SJ8	0.456
Q5TZ20	0.456
Q96LR7	0.456
Q6UVY6	0.456
Q96HW7	0.456
P51812	0.456
Q9H015	0.456
O15321	0.456
Q96RI1	0.456
Q9BV29	0.456
P20702	0.456
P27695	0.456
Q9UNP9	0.456
Q8NGS5	0.456
A6NMZ5	0.456
Q969F8	0.456
O60431	0.456
A6NJ78	0.456
P21452	0.456
P48960	0.456
P09683	0.456
Q9UMW8	0.457
Q8NGQ5	0.457
O75820	0.457
Q5SVZ6	0.457
Q8NGL1	0.457
Q9UKT7	0.457
P21731	0.457
Q8NCC5	0.457
P08236	0.457
Q6Q795	0.457
Q8TF17	0.457
P51451	0.457
P0CB33	0.457
Q8NG04	0.457
P0C7Q5	0.457
P51786	0.457
P01160	0.457
O94822	0.457
Q8NGB2	0.457
Q15973	0.457
Q8NGK6	0.457
Q495T6	0.457
P52741	0.457
Q9UK12	0.457
Q6IA17	0.457
O95221	0.457
P0DOY5	0.457
A0A075B6V6	0.457
Q8NGN4	0.457
Q8IY21	0.457
P11168	0.457
Q8IY50	0.457
Q8TDV2	0.458
Q8WZ92	0.458
Q16394	0.458
Q96D15	0.458
P0DW13	0.458
Q6IQ22	0.458
Q8NH81	0.458
P54578	0.458
Q9BZZ2	0.458
Q6QN14	0.458
Q16570	0.458
A0A1W2PR64	0.458
O75493	0.458
Q9Y4C4	0.458
Q8WV83	0.458
P0CK97	0.458
P0DW12	0.458
P48065	0.458
Q3SY52	0.458
Q7Z392	0.458
Q8IUA7	0.458
Q68DH5	0.458
Q8TAZ6	0.458
A6NFC9	0.458
Q9H4R4	0.458
B4DZS4	0.458
P36980	0.458
Q8NGY7	0.458
A0A1W2PP81	0.458
Q8NGA5	0.458
Q96HE8	0.458
Q9NYM4	0.458
P0DW11	0.458
Q92621	0.458
Q9HCP6	0.458
Q8NH92	0.458
P0DW14	0.458
Q96PE6	0.458
Q96SZ6	0.458
Q13352	0.458
Q658L1	0.458
Q9H341	0.458
Q96KR6	0.459
Q9Y5W8	0.459
P30793	0.459
P20742	0.459
Q9NYX4	0.459
O00124	0.459
Q8NEV9	0.459
Q9C030	0.459
Q9H0E7	0.459
Q96RI8	0.459
A6NGB7	0.459
Q7RTP0	0.459
Q9NR97	0.459
P45983	0.459
A0A0J9YXA8	0.459
Q86TG1	0.459
Q8NDM7	0.459
Q8NGT5	0.459
O75185	0.459
P60608	0.459
O94813	0.459
Q8NHA8	0.459
Q9Y256	0.459
Q9NT62	0.459
P30876	0.459
Q5T686	0.46
Q8TCY9	0.46
A5D6W6	0.46
A6NEH6	0.46
A0A5K1VDZ0	0.46
P52952	0.46
Q15622	0.46
Q9NQG6	0.46
O95340	0.46
Q96PT4	0.46
Q8NE00	0.46
P23945	0.46
Q9H078	0.46
Q5GH76	0.46
Q8NHV5	0.46
O43613	0.46
Q96SR6	0.46
O95857	0.46
A0A2R8YEH3	0.46
P58170	0.46
Q6ZMJ4	0.46
Q16572	0.46
P13725	0.46
Q8NDQ6	0.46
P34982	0.46
A8K2U0	0.46
Q9NVS2	0.46
Q7RTY0	0.46
P10415	0.46
Q5SQH8	0.46
P31641	0.461
Q2KHN1	0.461
Q8N608	0.461
Q96R28	0.461
Q86TJ5	0.461
Q0VG06	0.461
Q13315	0.461
Q8N2M4	0.461
Q96QR1	0.461
Q9Y5Y7	0.461
P47884	0.461
Q9NTJ4	0.461
P11166	0.461
Q7RTT4	0.461
P00750	0.461
Q9BZA5	0.461
Q96FX8	0.461
Q9ULR5	0.461
A4D2G3	0.461
Q3SXZ7	0.461
Q8TDS7	0.461
Q15620	0.461
Q8IU99	0.461
P82279	0.461
Q9NRJ7	0.461
Q7Z3Z0	0.461
P20701	0.462
O14817	0.462
Q86W54	0.462
P08579	0.462
Q86W33	0.462
Q8WZ84	0.462
Q9H9K5	0.462
Q9Y4K0	0.462
P02746	0.462
Q9UJT9	0.462
O00501	0.462
Q6U7Q0	0.462
A0A2R8Y4L6	0.462
Q96RI9	0.462
A0A590UK83	0.462
P06730	0.462
Q8NGP2	0.462
Q8N339	0.462
Q9H7M9	0.462
Q13733	0.462
A0A0J9YWD0	0.462
Q9ULB5	0.462
Q99909	0.462
Q6ZUL3	0.462
Q6DHV5	0.462
Q14145	0.462
Q6NVV0	0.462
Q8NGL3	0.462
Q9Y2T5	0.462
P54764	0.463
P55082	0.463
P54219	0.463
Q3SY46	0.463
Q96GI7	0.463
Q8IXE1	0.463
P32926	0.463
Q02985	0.463
Q9H2J7	0.463
A6NF83	0.463
Q9BZV2	0.463
P05387	0.463
O43405	0.463
Q6PGP7	0.463
Q8NDA8	0.463
Q16623	0.463
Q96KS9	0.463
O15041	0.463
A0A075B6V7	0.463
P29322	0.463
O95475	0.463
P51841	0.463
Q08E93	0.463
O14713	0.463
B4DX44	0.463
A6NH00	0.464
Q9H3R1	0.464
Q8IXQ6	0.464
P35555	0.464
P06731	0.464
Q9UIE0	0.464
Q9NZN4	0.464
Q12901	0.464
P41587	0.464
Q01650	0.464
P14151	0.464
P13498	0.464
Q9NQ31	0.464
Q6NT52	0.464
Q8NGE5	0.464
Q5VSR9	0.464
Q9BYT5	0.464
P18054	0.464
Q8NGA0	0.464
Q3LI77	0.464
Q96RJ6	0.464
P05019	0.464
O96020	0.464
O43603	0.464
Q9Y5S9	0.464
P37231	0.464
Q9H237	0.464
Q8NGH9	0.465
Q7L5N7	0.465
P0DN87	0.465
O15294	0.465
Q96ES6	0.465
Q9NR22	0.465
Q96R47	0.465
Q15375	0.465
Q9BWM5	0.465
Q13336	0.465
P23582	0.465
Q9NYV6	0.465
Q9Y6R7	0.465
P57057	0.465
Q9BZD7	0.465
Q9Y6L6	0.465
P56704	0.465
Q96T53	0.465
Q8NGR8	0.465
O60225	0.465
P09601	0.465
O95319	0.465
O95397	0.465
Q9Y275	0.465
Q9NYU2	0.465
Q01581	0.465
Q8IYB1	0.466
Q8IY84	0.466
P46059	0.466
Q92832	0.466
Q9NS25	0.466
Q96L08	0.466
A6NGJ6	0.466
Q8NGC8	0.466
Q8NGA1	0.466
P00450	0.466
P0DN78	0.466
P0DMW5	0.466
Q5VV11	0.466
P58743	0.466
Q5W0B7	0.466
Q8N9N2	0.466
Q8WTR8	0.466
Q8N9Z0	0.466
P04000	0.466
Q8NGE7	0.466
A0A1B0GTL2	0.466
Q6IF36	0.466
Q9H8P0	0.466
A8K7I4	0.466
P0DN77	0.466
P21506	0.466
A6NI03	0.466
O43895	0.466
O60232	0.466
P0DMW4	0.466
Q96R09	0.466
Q68CJ6	0.466
P04001	0.466
Q9NVC3	0.466
Q9Y5E8	0.466
Q86WA9	0.466
Q7Z7J5	0.466
Q9NR11	0.466
Q8IXQ8	0.467
A0A1W2PPE2	0.467
Q68DI1	0.467
Q9H340	0.467
Q9BZP6	0.467
Q9H2A7	0.467
Q8WWZ7	0.467
Q8N883	0.467
O95544	0.467
Q9Y2F9	0.467
Q9NQQ7	0.467
Q96R30	0.467
O43280	0.467
A0A0A0MT82	0.467
Q9BUY5	0.467
P51805	0.467
Q9H251	0.467
Q96N23	0.467
Q53T94	0.467
A3KFT3	0.467
Q8NH03	0.467
Q9H7R5	0.467
P53779	0.467
O95067	0.467
Q6ZN68	0.467
Q86UP9	0.467
Q4G0U5	0.467
Q68DD2	0.467
Q5QJU3	0.467
O75578	0.467
Q9NP91	0.467
Q9NSD5	0.467
Q8NFU0	0.467
A0A0J9YXG5	0.467
Q9UGQ3	0.467
P36383	0.467
Q5GJ75	0.467
Q12866	0.467
O00624	0.468
Q14520	0.468
Q15726	0.468
Q92890	0.468
Q6ZNR0	0.468
P49842	0.468
P20941	0.468
Q9Y5E1	0.468
Q9Y3C1	0.468
Q96Q83	0.468
A0A7I2V4U8	0.468
P59942	0.468
P0C7H8	0.468
A0A087WUM9	0.468
Q7Z2X7	0.468
P43155	0.468
P35998	0.468
Q16385	0.468
Q96A46	0.468
Q6UXM1	0.468
Q9NPF7	0.468
P12830	0.468
Q9BYR9	0.468
Q5T319	0.468
Q8IYJ1	0.468
Q96EY9	0.468
Q8NGI7	0.468
Q8NHU2	0.468
P41271	0.468
Q8IWZ5	0.468
A0A0B4J200	0.469
Q86WG3	0.469
Q8WWP7	0.469
A0A0A0MT94	0.469
P59533	0.469
P51793	0.469
Q9NVR7	0.469
Q96T59	0.469
Q9UPQ8	0.469
Q8NGY1	0.469
Q09470	0.469
O43399	0.469
Q96MC5	0.469
Q86SG4	0.469
Q8NGZ2	0.469
Q9H169	0.469
Q86YT9	0.469
Q8NGG6	0.469
Q86VZ1	0.469
P13056	0.469
Q8NBF4	0.469
Q6XUX3	0.469
O00462	0.469
O60779	0.469
Q14916	0.469
Q2M3X9	0.469
Q5T6X5	0.469
O43292	0.469
P57077	0.469
Q6MZZ7	0.469
Q9BRQ5	0.469
Q13163	0.469
Q3KNW5	0.47
P05386	0.47
Q14CX7	0.47
Q9C0B1	0.47
Q96RE9	0.47
Q8WVJ9	0.47
Q9UK10	0.47
Q709C8	0.47
A0A1B0GUC4	0.47
Q8N9K5	0.47
Q9HCZ1	0.47
Q9H2K2	0.47
Q8NGQ3	0.47
Q9UJV3	0.47
Q9BQM9	0.47
Q6PEX7	0.47
O00264	0.47
P15169	0.47
O43680	0.47
Q92915	0.47
Q9BYU5	0.47
B1APH4	0.47
Q8IUC2	0.47
Q7Z388	0.47
Q8NET8	0.47
O95674	0.471
Q8NH00	0.471
Q8IY51	0.471
Q8N4V2	0.471
O15484	0.471
Q86T29	0.471
Q2VY69	0.471
Q13309	0.471
Q8NFD4	0.471
Q8NH53	0.471
Q9BZW4	0.471
B4DU55	0.471
Q96AD5	0.471
Q8NGC9	0.471
Q8NHA4	0.471
Q12870	0.471
Q09013	0.471
Q96SK3	0.471
Q5T0T0	0.471
A0A075B6Z9	0.471
Q8NGD3	0.471
P08172	0.471
P49641	0.471
Q96JB1	0.471
Q9NSB2	0.471
Q8NEY4	0.471
O75387	0.472
O14810	0.472
A0A0A0MTA4	0.472
P59020	0.472
P56817	0.472
Q8NHZ7	0.472
P51854	0.472
Q6UXH9	0.472
Q86VL8	0.472
Q9Y2Q1	0.472
Q9HC36	0.472
A0A2R8YEG4	0.472
O14804	0.472
Q99645	0.472
P43632	0.472
Q8TD20	0.472
Q8N141	0.472
Q6P9A3	0.472
Q8NGN0	0.472
A8MUX0	0.472
Q5JVG8	0.472
Q9P255	0.472
Q7L1S5	0.472
Q9Y6U3	0.472
Q6UWB4	0.472
A0A1B0GTW7	0.472
Q8N4N8	0.472
Q5TYW1	0.473
Q8NGV6	0.473
Q17RN3	0.473
Q8N9F0	0.473
P61812	0.473
Q6P2D0	0.473
Q8N587	0.473
Q9HBI1	0.473
Q9Y226	0.473
Q8NA42	0.473
Q8N1Y9	0.473
P51523	0.473
O95780	0.473
P51508	0.473
A6NIK2	0.473
P48357	0.473
Q9UK13	0.473
P35348	0.473
O75343	0.473
Q6X4T0	0.473
P15927	0.473
P53041	0.473
P52566	0.473
Q9NZJ4	0.473
Q8TBZ5	0.473
Q9C037	0.473
P07947	0.473
Q3ZCX4	0.473
Q99679	0.473
P0CG48	0.473
O14662	0.473
O43868	0.473
Q08209	0.473
Q9UBD6	0.473
P46695	0.473
A0A8V8TPP0	0.473
P48066	0.473
Q7L5D6	0.473
Q8N661	0.473
P41252	0.473
Q8TC21	0.474
Q96C90	0.474
Q9NX61	0.474
Q969N4	0.474
Q8NH79	0.474
Q96N03	0.474
Q9UGF7	0.474
Q9P0P8	0.474
Q96N53	0.474
Q8NH80	0.474
Q6NUI1	0.474
Q2NL67	0.474
A0A075B7B9	0.474
Q9H2C8	0.474
Q8NCM8	0.474
A0A1B0GWH6	0.474
P55040	0.474
P57789	0.474
Q9Y365	0.474
Q9NY91	0.474
Q8NGN1	0.474
A0A183	0.474
Q8TAW3	0.474
O95390	0.474
Q86SQ3	0.474
Q9UIL4	0.474
Q8IVM8	0.474
Q7L2R6	0.474
P23219	0.474
Q6IN84	0.474
Q8N8R7	0.474
O00159	0.474
Q99942	0.474
Q6UX01	0.475
Q9NRY2	0.475
O75094	0.475
Q86YD3	0.475
Q5JNZ3	0.475
P52740	0.475
Q96C86	0.475
P51795	0.475
Q7Z7J7	0.475
A6NIM6	0.475
Q02094	0.475
A0A0J9YVP9	0.475
Q9Y2G7	0.475
O43361	0.475
Q4KMG9	0.475
Q76KX8	0.475
A8MUV8	0.475
P55211	0.475
Q8IYB9	0.475
Q8N752	0.475
Q8TCT0	0.475
P47898	0.475
Q9HCJ2	0.475
Q8NEM1	0.475
P30531	0.475
Q8IUH4	0.475
Q86XU0	0.475
Q8NGS0	0.475
Q9NQX6	0.475
Q14587	0.475
Q96SY0	0.475
P07492	0.476
Q96MU6	0.476
Q6ZRR7	0.476
Q13621	0.476
Q8NGJ0	0.476
P49327	0.476
O43749	0.476
A0A075B6Y0	0.476
P48547	0.476
Q9UHP9	0.476
Q96K75	0.476
Q63HQ2	0.476
Q6PF04	0.476
Q68DY9	0.476
Q8NBS3	0.476
O00479	0.476
Q6IE36	0.476
Q7L1I2	0.476
P04114	0.476
P15586	0.476
Q9NXC5	0.476
Q16832	0.476
O14628	0.476
P18847	0.476
O00481	0.476
P00488	0.476
Q9BSE2	0.476
Q9Y603	0.476
Q8N729	0.477
Q8IV33	0.477
A0A8V8TMW6	0.477
Q96FA3	0.477
Q92879	0.477
Q9BSK1	0.477
Q9BWQ8	0.477
A6NED2	0.477
P0DQW1	0.477
Q8TET4	0.477
Q5MCW4	0.477
P35556	0.477
Q99985	0.477
P48029	0.477
Q16348	0.477
A6NK75	0.477
A0A1B0GVZ6	0.477
Q9NS66	0.477
Q75N90	0.477
Q9Y2V2	0.477
P02549	0.477
Q6NX49	0.477
Q8NGX5	0.477
O43795	0.477
P19022	0.477
Q9H9Z2	0.477
Q12904	0.477
Q14435	0.477
Q86XK7	0.477
Q8N8J6	0.477
A8MX76	0.477
Q14588	0.477
Q9UH36	0.478
Q8NGS4	0.478
O00161	0.478
O75093	0.478
Q8NGJ4	0.478
Q9H6X4	0.478
Q07325	0.478
O95841	0.478
Q96GZ6	0.478
Q5VU92	0.478
Q8WU08	0.478
Q96H79	0.478
Q15785	0.478
Q9NS73	0.478
P13473	0.478
P55895	0.478
Q8NBI5	0.478
Q8WWQ8	0.478
Q8N1D0	0.478
Q16819	0.478
Q8NGG0	0.478
Q8NGX1	0.478
Q05BU3	0.478
P59052	0.478
Q3KNS6	0.478
Q6P1K2	0.478
O95813	0.478
Q2M385	0.478
Q9Y616	0.478
Q9H207	0.478
Q05481	0.478
Q8NGE0	0.478
Q5JRS4	0.478
Q14722	0.478
Q96PU8	0.478
Q8NHC6	0.478
Q8IUE0	0.478
Q6UXU0	0.478
Q9BQ65	0.478
Q9H0X6	0.478
A0A1B0GTE1	0.478
Q15004	0.478
O75346	0.478
O75569	0.478
O76082	0.478
Q9Y6K0	0.478
Q96MV8	0.478
P55075	0.478
Q96JC4	0.478
Q8TC07	0.479
O94832	0.479
Q6X4U4	0.479
Q9UHI5	0.479
A8MVS5	0.479
Q96HQ0	0.479
A0PJX2	0.479
A0A0G2JNH3	0.479
Q8WXD0	0.479
Q6PDB4	0.479
O76002	0.479
Q9NZJ7	0.479
Q569G3	0.479
Q8NHG7	0.479
Q9NS93	0.479
A0A1B0GW64	0.479
Q9NVV2	0.479
Q8NCK3	0.479
P04085	0.479
Q9NZL3	0.479
Q13670	0.479
P38936	0.479
Q9NW08	0.479
Q9BY31	0.479
Q3MIS6	0.479
O76100	0.479
Q7L1T6	0.479
A0A0J9YWP8	0.479
Q96S37	0.479
Q5VXM1	0.479
Q9Y2P5	0.479
Q96A29	0.479
O95198	0.479
Q9NPR9	0.479
Q8NH05	0.479
Q9H6Q3	0.479
Q9BS16	0.479
A8MV23	0.479
Q9UBY9	0.479
P31415	0.479
Q3SXZ3	0.48
Q9Y4M8	0.48
Q15031	0.48
Q9HBT6	0.48
O43555	0.48
Q32P41	0.48
Q6ZS27	0.48
P59922	0.48
Q9Y2I2	0.48
Q6ZMW2	0.48
P36888	0.48
Q8NDX6	0.48
Q9NYB5	0.48
O00144	0.48
Q13705	0.48
Q13106	0.48
Q8NGX8	0.48
Q8NGC1	0.48
Q8IYN2	0.48
P51522	0.48
Q96RD2	0.48
P61576	0.48
A0A0A0MT78	0.48
O43776	0.48
Q8TE99	0.48
O94811	0.48
P05106	0.48
Q8NHV9	0.48
Q96EK5	0.48
Q2M3W8	0.48
O14908	0.48
A6NJ08	0.48
P24046	0.48
Q8IUH2	0.48
Q9Y4D7	0.48
Q7Z2H8	0.48
A0A0G2JMS6	0.48
Q96BY9	0.48
Q7Z2E3	0.48
A6NK97	0.48
O75956	0.48
P47890	0.48
Q8NG98	0.48
P17030	0.48
Q8NGY3	0.48
Q02878	0.48
Q68D06	0.481
P46089	0.481
Q13535	0.481
Q9HCX3	0.481
O95997	0.481
Q2PZI1	0.481
P32239	0.481
Q8N5L8	0.481
Q8NG81	0.481
Q9NXN4	0.481
Q5JZY3	0.481
Q96LZ7	0.481
O60678	0.481
Q9UJW9	0.481
Q9Y314	0.481
Q8WU68	0.481
Q9NVD7	0.481
P04350	0.481
Q5VZI3	0.481
Q8N628	0.481
A0A1B0GW54	0.481
Q8IUC3	0.481
Q8IYN0	0.481
Q8NGN6	0.481
Q8NGK4	0.481
Q96BM0	0.481
Q8IYP9	0.481
Q14210	0.481
Q96D98	0.481
O60733	0.481
Q6ZP80	0.481
Q8NGU1	0.482
Q03923	0.482
Q7Z3V5	0.482
Q9Y473	0.482
C9J3V5	0.482
Q15078	0.482
Q6UX06	0.482
Q96NU0	0.482
O43633	0.482
A0A1W2PQM1	0.482
A0A669KAW2	0.482
P0CG35	0.482
P50406	0.482
Q6IEU7	0.482
Q96N22	0.482
P53708	0.482
P49767	0.482
P0DN86	0.482
P24534	0.482
Q15506	0.482
E9PRG8	0.482
P21709	0.482
Q6PF05	0.482
Q96A22	0.482
P00736	0.482
A0A024R1R8	0.482
Q99705	0.482
A6NFE2	0.482
Q9P1Q5	0.482
A0PJK1	0.482
Q96ND8	0.482
O43316	0.482
P0C869	0.482
Q7RTX9	0.482
Q3LI60	0.482
Q99598	0.482
P04553	0.482
P54289	0.482
Q9HCN3	0.482
Q7Z5S9	0.482
P49662	0.482
O60313	0.482
P0CG34	0.482
Q8TAG6	0.483
A0A0J9YVS3	0.483
Q15615	0.483
Q8NBJ9	0.483
Q8NC67	0.483
A6NLI5	0.483
P48729	0.483
Q6A1A2	0.483
O75871	0.483
A0A075B7E0	0.483
P0C7P3	0.483
P78381	0.483
Q8NA77	0.483
P43365	0.483
P49748	0.483
Q16322	0.483
Q96IM9	0.483
Q9NRY7	0.483
Q7Z4S9	0.483
Q96JA3	0.483
A0A8V8TPW5	0.483
Q96NG5	0.483
Q86WR6	0.484
Q9NQA5	0.484
Q8NGT7	0.484
Q9H2K0	0.484
Q8NDW4	0.484
Q8NGQ1	0.484
Q7RTT9	0.484
P07498	0.484
Q6ZNA1	0.484
Q9BWW8	0.484
Q53TN4	0.484
Q8NI38	0.484
O75388	0.484
Q15185	0.484
Q9GZK6	0.484
Q08AF3	0.484
Q7Z7A3	0.484
P55001	0.484
A0A0J9YX06	0.484
Q8IZU2	0.484
Q9BV10	0.484
Q9Y6M5	0.484
P84101	0.484
A6NDZ8	0.484
Q8N6U8	0.485
Q5TB30	0.485
Q9BRT6	0.485
Q16671	0.485
Q8NGU2	0.485
Q6NUI2	0.485
Q9ULL4	0.485
Q9Y6I4	0.485
P22674	0.485
Q9BZD2	0.485
A0A8Q3WLD3	0.485
Q8IW36	0.485
Q6V1X1	0.485
Q8NGP8	0.485
Q9NWS0	0.485
Q9H0P7	0.485
Q9NSA0	0.485
Q8IXX5	0.485
Q9BRP9	0.485
Q6NUN0	0.485
O95478	0.485
Q71RG4	0.485
Q96NI8	0.485
Q4AE62	0.485
A0A0U1RR37	0.485
P78310	0.485
Q99062	0.485
Q6IFH4	0.485
Q8N988	0.486
P35212	0.486
Q9UL18	0.486
Q06730	0.486
Q9UL45	0.486
A0A0G2JQZ4	0.486
Q9HBL6	0.486
Q86VW1	0.486
Q8NGI9	0.486
P14416	0.486
Q96KK3	0.486
Q1ZZU3	0.486
Q9P016	0.486
Q9NXT0	0.486
Q8NGJ3	0.486
A6NP11	0.486
Q9BUH6	0.486
Q8NGY2	0.486
Q8J025	0.486
Q96GV9	0.486
Q96CT7	0.486
Q8N130	0.486
Q9H633	0.486
O15245	0.486
Q8NHA6	0.486
Q9UEU0	0.486
P60008	0.486
Q9NYJ1	0.486
P31321	0.486
Q8NH37	0.486
Q969W8	0.486
A6NI73	0.487
Q92911	0.487
Q9UQM7	0.487
Q3ZCQ2	0.487
Q13490	0.487
Q7Z7L1	0.487
Q8N816	0.487
Q8IYR0	0.487
O00337	0.487
Q24JQ0	0.487
Q86UD4	0.487
Q8NDY6	0.487
A0A0J9YXN1	0.487
P0DPD5	0.487
Q96MG8	0.487
Q53HC5	0.487
Q9UIW2	0.487
Q8NG94	0.487
Q9NY99	0.487
O95393	0.487
Q8TEA8	0.487
O14613	0.487
Q6ICC9	0.487
O15067	0.487
P58317	0.487
P0CG24	0.487
Q1EHB4	0.488
Q5JVG2	0.488
Q9NY15	0.488
Q86Y46	0.488
Q15019	0.488
Q02643	0.488
B7Z6K7	0.488
P49286	0.488
Q4J6C6	0.488
A8MTY0	0.488
P03915	0.488
Q8TD23	0.488
A0A1Y8EKQ5	0.488
Q8WX92	0.488
Q3ZCT1	0.488
A8MXY4	0.488
Q9UM01	0.488
Q8WUD6	0.488
Q96A09	0.488
Q9Y5Y3	0.488
Q86XR7	0.488
P17019	0.488
Q6IV72	0.488
Q96LB1	0.488
Q8WWT9	0.488
Q8NGN7	0.488
P01023	0.488
P08590	0.488
Q8NH04	0.488
A6NL05	0.488
P51911	0.488
Q9Y5Q5	0.488
Q96R27	0.488
Q8N9C0	0.488
Q16881	0.488
A6NHS7	0.489
Q8NFR7	0.489
Q9NVM1	0.489
Q8IVJ1	0.489
Q8NGX9	0.489
Q8TBB6	0.489
Q8NGD5	0.489
Q9Y478	0.489
Q8N3U1	0.489
Q9BSG5	0.489
P01130	0.489
Q9Y2S6	0.489
O95551	0.489
P05204	0.489
Q08AI6	0.489
P14672	0.489
Q96HL8	0.489
Q03518	0.489
Q9H6P5	0.489
O60403	0.489
Q9Y6R6	0.489
Q03395	0.489
P30872	0.489
P13612	0.489
Q6NT16	0.489
P09430	0.489
Q15198	0.489
Q9GZK4	0.49
Q8WUX1	0.49
Q9UP95	0.49
Q9H6D8	0.49
P17693	0.49
Q13190	0.49
Q9H079	0.49
Q8N7G0	0.49
Q5TC04	0.49
P55771	0.49
Q8TDV5	0.49
Q96NT5	0.49
Q9Y5Y5	0.49
Q9Y2A7	0.49
P09493	0.49
Q9H467	0.49
Q8IZ02	0.49
P0CW00	0.49
Q6ECI4	0.49
Q969F1	0.49
P15498	0.49
Q4AC99	0.49
Q9H693	0.49
A0A1B0GU29	0.49
O60829	0.49
Q96KK4	0.49
P21453	0.491
O15244	0.491
Q08708	0.491
Q8NG83	0.491
Q96H40	0.491
Q6ZN08	0.491
Q96D05	0.491
Q5T4F4	0.491
P15848	0.491
Q9NVN3	0.491
Q5T0U0	0.491
Q8NGG1	0.491
Q9H825	0.491
P78552	0.491
Q86XP0	0.491
Q96K37	0.491
O75290	0.491
P59901	0.491
Q8TAU3	0.491
Q96BM1	0.491
Q5T197	0.491
Q96CN5	0.491
Q9BZ76	0.491
P49917	0.491
Q9NP78	0.491
Q6ZSK4	0.491
Q9UNT1	0.491
Q6PG37	0.491
Q96CE8	0.491
P51811	0.492
O75095	0.492
Q96LS8	0.492
P35789	0.492
Q494X3	0.492
Q06323	0.492
P11474	0.492
Q504Y3	0.492
Q9NZD1	0.492
Q92887	0.492
Q96BD8	0.492
Q16600	0.492
A5X5Y0	0.492
Q96JI7	0.492
P51582	0.492
Q6ICI0	0.492
O95670	0.492
Q460N5	0.492
O75121	0.492
Q8TF32	0.492
Q4ZJI4	0.492
Q9Y4X0	0.492
Q8N961	0.492
P35626	0.492
P12271	0.492
Q9BYT9	0.492
Q14585	0.493
Q5JTD7	0.493
Q15116	0.493
O76070	0.493
Q9H3J6	0.493
P41227	0.493
Q8N6F7	0.493
Q8WWI5	0.493
Q9UGH3	0.493
Q9UGF6	0.493
Q8NGI0	0.493
Q9H898	0.493
Q9ULI1	0.493
P29372	0.493
Q9UM07	0.493
P02747	0.493
P63313	0.493
Q7Z4H9	0.493
Q09FC8	0.493
Q8NGC7	0.493
Q8TCY5	0.493
P51397	0.493
Q6NW29	0.493
Q96PF1	0.493
Q03938	0.493
P17021	0.493
A0A0J9YWN2	0.493
Q9P2G9	0.493
Q14714	0.493
P48788	0.493
Q7RTU1	0.493
Q8TAF7	0.493
P08473	0.494
P17032	0.494
P17031	0.494
Q9UQG0	0.494
Q695T7	0.494
Q5JQS5	0.494
Q4V348	0.494
Q8N370	0.494
P15622	0.494
Q9UN76	0.494
O95741	0.494
Q9Y644	0.494
Q8TA94	0.494
A6NMD0	0.494
Q13360	0.494
Q8N9F8	0.494
Q32M78	0.494
Q02763	0.494
Q96N38	0.494
Q96F81	0.495
Q86SM5	0.495
A6NE82	0.495
Q96SQ5	0.495
A6NN14	0.495
Q8N967	0.495
Q8WVF1	0.495
Q15617	0.495
Q96AN5	0.495
O15178	0.495
Q13639	0.495
Q9NYW8	0.495
O60706	0.495
Q8NGR1	0.495
O15427	0.495
P15144	0.495
Q07820	0.495
P05813	0.495
P43378	0.495
A0A1Y8EI39	0.495
Q6NXT1	0.495
P48740	0.495
Q9BUF5	0.495
Q6FHJ7	0.495
O95822	0.495
Q7Z494	0.495
Q99884	0.495
Q6ZSJ8	0.495
P61578	0.495
Q96A00	0.495
P14649	0.495
Q9HCL3	0.496
Q5VXU9	0.496
P98073	0.496
O15552	0.496
Q06732	0.496
Q15437	0.496
Q8NHC7	0.496
P19525	0.496
Q13398	0.496
Q9NSJ1	0.496
P14635	0.496
Q63ZY6	0.496
Q9H3U5	0.496
Q76B58	0.496
Q9P2W6	0.496
A0A494C1R9	0.496
Q9NZP8	0.496
Q9UPY8	0.496
P47989	0.496
Q8N6G2	0.496
Q8TC26	0.496
P0DKX0	0.496
Q9H3H1	0.496
P46095	0.496
Q8IVI9	0.496
Q86XN6	0.496
Q03924	0.496
Q6ZSM3	0.496
Q9H7F0	0.496
Q9BX82	0.496
Q75T13	0.497
Q92828	0.497
Q9BUP0	0.497
Q8TDN6	0.497
A0A1B0GVG6	0.497
P42892	0.497
Q7Z5A4	0.497
Q9BXR6	0.497
Q9Y3E7	0.497
Q6XYQ8	0.497
Q9NQ60	0.497
Q504Q3	0.497
Q9UKX5	0.497
Q9C0G6	0.497
Q96G79	0.497
P53355	0.497
Q9BWJ2	0.497
Q9BYL1	0.497
P33527	0.497
A6NKP2	0.497
Q15052	0.497
Q9BZG8	0.497
P14209	0.497
P02790	0.498
Q8NH07	0.498
O95990	0.498
Q96AQ2	0.498
Q14952	0.498
Q0VFX4	0.498
P05114	0.498
O43861	0.498
Q0D2K3	0.498
O60258	0.498
P49768	0.498
Q9NV79	0.498
Q9P2X3	0.498
Q96DB9	0.498
Q9Y4A9	0.498
Q2M3M2	0.498
Q4JDL3	0.498
Q01959	0.498
Q9H939	0.498
Q9Y585	0.498
Q9NX00	0.498
Q6MZM0	0.498
Q8TBZ8	0.498
P27918	0.498
Q0D2J5	0.498
Q8N8Z8	0.499
Q5VTY9	0.499
Q9NRJ2	0.499
Q8IVL5	0.499
Q8N148	0.499
Q96AM1	0.499
P51800	0.499
O14604	0.499
Q9NP56	0.499
P41231	0.499
